,id,region,price,year,manufacturer,model,fuel,odometer,transmission,size,type,state
52690,7316263997,sacramento,0,2009,toyota,corolla,gas,139517,manual,compact,sedan,ca
52691,7316263341,sacramento,14588,2010,toyota,rav4,gas,95132,automatic,mid-size,SUV,ca
52692,7316262838,sacramento,1500,1995,chevrolet,s10,gas,125000,manual,compact,truck,ca
52694,7316262662,sacramento,25988,2014,toyota,highlander hybrid,hybrid,86873,automatic,mid-size,SUV,ca
52698,7316260658,sacramento,0,2018,kia,soul ev,electric,29503,automatic,compact,wagon,ca
52725,7316250033,sacramento,28000,2007,ford,e250 econoline,gas,86100,automatic,full-size,van,ca
52734,7316240989,sacramento,13000,2002,toyota,tundra limited 4x4,gas,206704,automatic,full-size,pickup,ca
52739,7316238519,sacramento,22995,2014,honda,pilot touring 4wd,gas,76691,automatic,mid-size,SUV,ca
52745,7316231878,sacramento,3900,2004,honda,civic ex sedan,gas,167000,automatic,mid-size,sedan,ca
52757,7316227399,sacramento,24800,2010,mercedes-benz,cl550 4matic awd,gas,51820,automatic,full-size,coupe,ca
52761,7316221447,sacramento,8500,2016,fiat,500e,electric,13253,automatic,compact,sedan,ca
52764,7316220454,sacramento,4500,2007,ford,f-150 xlt,gas,167000,automatic,full-size,pickup,ca
52769,7316214705,sacramento,13988,2007,toyota,rav4 limited,gas,90497,automatic,compact,SUV,ca
52772,7316214215,sacramento,14988,2011,honda,cr-v ex-l 4x4,gas,92119,automatic,compact,SUV,ca
52775,7316212775,sacramento,5500,2007,toyota,camry hybrid,hybrid,150000,automatic,full-size,sedan,ca
52776,7316211362,sacramento,9988,2009,toyota,rav4 sport,gas,141657,automatic,compact,SUV,ca
52777,7316210878,sacramento,7988,2006,nissan,xterra,gas,131121,automatic,mid-size,SUV,ca
52779,7316210148,sacramento,10988,1999,toyota,landcruiser,gas,206219,automatic,full-size,SUV,ca
52781,7316209627,sacramento,8000,2007,toyota,sequoia sr5,gas,232700,automatic,full-size,SUV,ca
52782,7316209592,sacramento,11688,2012,toyota,camry,hybrid,63417,automatic,mid-size,sedan,ca
52783,7316208326,sacramento,0,2013,honda,fit,gas,76821,manual,compact,hatchback,ca
52784,7316208045,sacramento,11988,2008,honda,crv ex,gas,99662,automatic,compact,SUV,ca
52803,7316196735,sacramento,11499,2014,bmw,328i,gas,106010,automatic,mid-size,sedan,ca
52815,7316184329,sacramento,7499,2010,mazda,6 touring,gas,103661,automatic,compact,sedan,ca
52872,7316113356,sacramento,31998,2019,ram,chassis 3500,gas,3591,automatic,full-size,other,ca
52882,7316099353,sacramento,2400,1994,chevrolet,geo prizm,gas,102000,automatic,compact,sedan,ca
52884,7316097001,sacramento,6000,2008,toyota,camry,hybrid,121986,automatic,mid-size,sedan,ca
52885,7316096359,sacramento,5500,2001,toyota,camry solara,gas,98563,automatic,mid-size,coupe,ca
52886,7316095334,sacramento,3600,2005,volvo,s40 2.4i,gas,157220,manual,compact,sedan,ca
52887,7316094558,sacramento,8200,2012,toyota,camry,gas,84000,automatic,full-size,sedan,ca
52889,7316093288,sacramento,4800,2005,honda,cr-v,gas,168153,automatic,mid-size,SUV,ca
52894,7316085892,sacramento,4400,2014,nissan,versa,gas,152000,automatic,compact,hatchback,ca
52898,7316084057,sacramento,9500,2007,honda,cr-v,gas,108000,automatic,mid-size,SUV,ca
52900,7316082675,sacramento,12400,2001,toyota,tacoma,gas,192000,automatic,full-size,pickup,ca
52907,7316078560,sacramento,6000,2010,pontiac,g6,gas,96821,automatic,mid-size,sedan,ca
52914,7316070346,sacramento,16500,2017,honda,crv,gas,58560,automatic,full-size,SUV,ca
52916,7316069775,sacramento,5000,2006,toyota,prius,hybrid,129064,automatic,compact,hatchback,ca
52917,7316069747,sacramento,2500,2003,honda,accord,gas,360000,automatic,full-size,sedan,ca
52919,7316069047,sacramento,4500,2006,chrysler,300 touring,gas,106000,automatic,full-size,sedan,ca
52922,7316067516,sacramento,19500,2014,mercedes-benz,benz cls550,gas,79800,automatic,full-size,sedan,ca
52925,7316064746,sacramento,23995,2003,mercury,marauder,gas,45000,automatic,full-size,sedan,ca
52927,7316062637,sacramento,3500,2004,toyota,corolla,gas,247301,automatic,compact,sedan,ca
52930,7316058040,sacramento,5000,2011,ford,expedition xlt 4x4,gas,102000,automatic,full-size,SUV,ca
52933,7316056911,sacramento,6500,2006,toyota,highlander awd,gas,208179,automatic,mid-size,SUV,ca
52935,7316055714,sacramento,0,2009,dodge,charger,gas,91615,automatic,full-size,sedan,ca
52939,7316049977,sacramento,4900,2007,mazda,3,gas,125000,automatic,compact,hatchback,ca
52940,7316049595,sacramento,12785,2015,hyundai,sonata,gas,80978,automatic,full-size,sedan,ca
52953,7316040712,sacramento,4300,2013,chevrolet,cruze,gas,138000,automatic,full-size,sedan,ca
52959,7316032519,sacramento,9500,1963,chevrolet,c10 pickup,gas,12345,automatic,full-size,truck,ca
52962,7316029839,sacramento,13875,2014,nissan,altima,gas,36243,automatic,full-size,sedan,ca
52964,7316029393,sacramento,5500,2003,chevrolet,tahoe,gas,129000,automatic,full-size,SUV,ca
52965,7316028999,sacramento,11000,2012,buick,lacrosse,gas,95000,manual,full-size,sedan,ca
52969,7316024483,sacramento,5500,2001,chevrolet,tahoe,gas,170000,automatic,full-size,SUV,ca
52971,7316024184,sacramento,32000,2014,lexus,gx 460 premium,gas,60022,automatic,full-size,SUV,ca
52972,7316024073,sacramento,0,2017,kia,soul,gas,34927,automatic,compact,SUV,ca
52973,7316022989,sacramento,6900,2003,gmc,yukon,gas,169000,automatic,full-size,SUV,ca
52976,7316021295,sacramento,39000,2019,toyota,tacoma,gas,31000,automatic,full-size,truck,ca
52977,7316020459,sacramento,7300,2009,bmw,x5,gas,191000,automatic,full-size,SUV,ca
52978,7316020114,sacramento,21999,2006,ford,f-250,diesel,137788,automatic,full-size,pickup,ca
52981,7316018475,sacramento,7999,2016,dodge,grand caravan sxt,gas,87150,automatic,full-size,mini-van,ca
52983,7316012488,sacramento,24700,2019,jeep,cherokee,gas,33900,automatic,mid-size,SUV,ca
52984,7316011099,sacramento,27000,2006,lexus,lx470,gas,118000,automatic,full-size,SUV,ca
52985,7316009072,sacramento,7999,2012,toyota,camry le,gas,178496,automatic,full-size,sedan,ca
52986,7316008723,sacramento,13499,2012,ram,1500,gas,184051,automatic,full-size,pickup,ca
52987,7316008463,sacramento,16995,2014,ram,1500 quad cab,gas,144219,automatic,full-size,truck,ca
52988,7316008244,sacramento,13999,2011,ram,1500,gas,166404,automatic,full-size,truck,ca
52989,7316007853,sacramento,8995,2015,hyundai,sonata se,gas,115399,automatic,mid-size,sedan,ca
52990,7316007583,sacramento,4995,2010,honda,civic hybrid,hybrid,229444,automatic,compact,sedan,ca
52991,7316007407,sacramento,5995,2004,honda,crv ex 4wd,gas,168589,automatic,mid-size,SUV,ca
52992,7316007182,sacramento,6995,2013,dodge,grand caravan sxt,gas,141212,automatic,full-size,mini-van,ca
52993,7316007002,sacramento,7995,2008,ram,1500 st,gas,140188,automatic,full-size,truck,ca
52994,7316006829,sacramento,24588,2019,chrysler,300,gas,35911,automatic,full-size,sedan,ca
52995,7316006746,sacramento,8499,2014,chrysler,town & country,gas,142149,automatic,full-size,van,ca
52996,7316006504,sacramento,14995,2012,chevrolet,tahoe ls,gas,136424,automatic,full-size,SUV,ca
53000,7315998890,sacramento,17999,2011,ram,dakota,gas,136296,automatic,mid-size,truck,ca
53002,7315997186,sacramento,18999,2007,chevrolet,silverado 1500,gas,140535,automatic,full-size,truck,ca
53021,7315986276,sacramento,1100,2005,dodge,neon sxt,gas,115523,automatic,compact,sedan,ca
53024,7315985528,sacramento,3800,2003,bmw,x5 3.0i,gas,250000,automatic,mid-size,SUV,ca
53028,7315984762,sacramento,6995,2012,mitsubishi,galant,gas,128105,automatic,mid-size,sedan,ca
53031,7315982220,sacramento,14800,2008,saturn,sky red line,gas,39282,manual,compact,convertible,ca
53034,7315979889,sacramento,4850,2003,volkswagen,jetta tdi,diesel,167300,automatic,compact,sedan,ca
53039,7315977511,sacramento,2800,2000,buick,lesabre,gas,189000,automatic,full-size,sedan,ca
53042,7315974951,sacramento,0,2017,nissan,altima,gas,117750,automatic,full-size,sedan,ca
53046,7315971654,sacramento,12000,2011,chevrolet,silverado,gas,70000,manual,full-size,truck,ca
53047,7315970498,sacramento,0,2008,bmw,328i,gas,123229,automatic,compact,sedan,ca
53048,7315969597,sacramento,6000,2012,dodge,avenger,gas,113100,automatic,full-size,sedan,ca
53052,7315965107,sacramento,5895,2006,ford,f-150,gas,129055,automatic,full-size,pickup,ca
53053,7315965045,sacramento,16000,1967,chevrolet,c10,gas,1000,manual,full-size,pickup,ca
53060,7315961952,sacramento,9900,2004,toyota,tundra limited,gas,150351,automatic,full-size,pickup,ca
53076,7315952049,sacramento,5500,2015,fiat,500 c 2015,gas,116958,automatic,compact,coupe,ca
53081,7315949837,sacramento,5995,1997,chevrolet,silverado 1500,gas,190690,automatic,full-size,pickup,ca
53083,7315947042,sacramento,12500,2012,chevrolet,equinox lt awd,gas,70300,automatic,mid-size,SUV,ca
53086,7315944712,sacramento,11500,2010,lexus,is250,gas,112745,automatic,mid-size,sedan,ca
53091,7315938391,sacramento,72988,2016,ford,f-250 king ranch f250,diesel,27791,automatic,full-size,truck,ca
53092,7315935018,sacramento,10995,2011,honda,accord,gas,90186,automatic,full-size,coupe,ca
53138,7315920897,sacramento,0,2016,kia,soul,electric,68019,automatic,compact,wagon,ca
53153,7315913088,sacramento,8890,2010,honda,odyssey,gas,114689,automatic,full-size,mini-van,ca
53154,7315912159,sacramento,7495,2010,toyota,corolla,gas,138010,automatic,compact,sedan,ca
53155,7315911483,sacramento,0,2012,mercedes-benz,s-class,diesel,124680,automatic,full-size,sedan,ca
53161,7315908036,sacramento,900,2005,dodge,neon,gas,108000,automatic,compact,sedan,ca
53172,7315904484,sacramento,20400,2019,subaru,legacy 2.5i premium,gas,23687,automatic,full-size,sedan,ca
53187,7315897246,sacramento,5995,2002,volkswagen,new beetle,gas,95798,automatic,compact,hatchback,ca
53190,7315896263,sacramento,23900,2014,infiniti,qx60,gas,81000,automatic,full-size,SUV,ca
53192,7315896274,sacramento,8990,2013,ford,taurus sel 4dr sedan,gas,108000,automatic,full-size,sedan,ca
53195,7315896136,sacramento,2400,2000,honda,civic lx,gas,203000,manual,compact,coupe,ca
53197,7315896106,sacramento,6990,2008,chevrolet,malibu lt 4dr sedan w,gas,122000,automatic,full-size,sedan,ca
53225,7315894256,sacramento,8990,2013,toyota,camry le 4dr sedan,gas,140000,automatic,full-size,sedan,ca
53232,7315893751,sacramento,11990,2013,dodge,charger se 4dr sedan,gas,100248,automatic,full-size,sedan,ca
53233,7315893695,sacramento,15000,2006,toyota,tundra sr5 4x4,gas,139000,automatic,full-size,truck,ca
53251,7315892367,sacramento,10990,2007,chevrolet,suburban ls 1500 4dr,gas,141000,automatic,full-size,SUV,ca
53257,7315891930,sacramento,3990,1999,chevrolet,venture ls 4dr extend,gas,51000,automatic,full-size,mini-van,ca
53263,7315891481,sacramento,8990,2011,ford,edge limited 4dr crossove,gas,144000,automatic,full-size,SUV,ca
53270,7315889931,sacramento,7990,2012,hyundai,elantra gls 4dr sedan 6,gas,134000,automatic,mid-size,sedan,ca
53272,7315889525,sacramento,5990,2008,pontiac,torrent base 4dr suv,gas,135775,automatic,full-size,SUV,ca
53280,7315888306,sacramento,14499,2007,toyota,sequoia sr5,gas,126400,automatic,full-size,SUV,ca
53282,7315887779,sacramento,6490,2012,chevrolet,malibu ls fleet 4dr s,gas,131000,automatic,mid-size,sedan,ca
53283,7315886608,sacramento,7800,2012,buick,lacrosse,gas,61000,automatic,full-size,sedan,ca
53285,7315884546,sacramento,3300,1996,honda,accord,gas,132557,manual,mid-size,sedan,ca
53286,7315884446,sacramento,4475,1995,ford,crown victoria,gas,103650,automatic,full-size,sedan,ca
53301,7315877375,sacramento,26995,2018,mercedes-benz,c350,hybrid,43131,automatic,compact,sedan,ca
53314,7315874873,sacramento,1500,2014,toyota,tundra sr5,gas,222000,automatic,full-size,truck,ca
53316,7315874774,sacramento,1500,2015,subaru,wrx sti,gas,83000,manual,compact,sedan,ca
53317,7315874758,sacramento,1500,2012,nissan,titan sv 4x4,gas,107000,automatic,full-size,truck,ca
53318,7315874724,sacramento,1500,2011,nissan,rogue s,gas,70000,automatic,compact,SUV,ca
53319,7315874701,sacramento,1500,2014,mercedes-benz,cla 45 amg,gas,62000,automatic,compact,sedan,ca
53320,7315874676,sacramento,1500,2012,mercedes-benz,benz cls550,gas,62000,automatic,mid-size,sedan,ca
53321,7315874667,sacramento,1500,2016,lexus,rc200t,gas,99000,automatic,compact,coupe,ca
53322,7315874642,sacramento,1500,2014,kia,cadenza limited-sxl,gas,124000,automatic,mid-size,sedan,ca
53323,7315874631,sacramento,1500,2008,jeep,wrangler unlimited x,gas,116000,manual,compact,SUV,ca
53324,7315874595,sacramento,1500,2011,honda,civic,gas,141000,automatic,compact,sedan,ca
53325,7315874599,sacramento,1500,2001,honda,s2000 convertible 6 speed,gas,100000,manual,compact,convertible,ca
53326,7315874571,sacramento,1500,2013,gmc,yukon denali,gas,122000,automatic,full-size,SUV,ca
53327,7315874554,sacramento,1500,2006,chevrolet,corvette convertible,gas,50000,automatic,compact,convertible,ca
53328,7315874541,sacramento,1500,2013,bmw,m5,gas,86000,automatic,mid-size,sedan,ca
53341,7315867926,sacramento,6000,2008,bmw,535i,gas,155000,automatic,mid-size,sedan,ca
53346,7315864720,sacramento,0,2006,infiniti,m35,gas,91000,automatic,mid-size,other,ca
53347,7315863826,sacramento,7988,2006,jaguar,xj8 l,gas,98177,automatic,full-size,sedan,ca
53352,7315857852,sacramento,24577,2017,jaguar,xe,diesel,64580,automatic,compact,sedan,ca
53353,7315856698,sacramento,14500,2008,bmw,650i convertible,gas,146200,automatic,mid-size,convertible,ca
53359,7315853934,sacramento,12500,1999,mazda,mx5 miata,gas,55250,manual,sub-compact,convertible,ca
53366,7315849417,sacramento,0,2017,honda,accord hybrid ex-l,hybrid,138900,automatic,full-size,sedan,ca
53367,7315845806,sacramento,7250,2013,volkswagen,jetta 2.5 se,gas,99000,automatic,mid-size,sedan,ca
53390,7315832159,sacramento,7500,2013,hyundai,elantra,gas,92500,automatic,mid-size,sedan,ca
53392,7315830953,sacramento,0,2015,chevrolet,camaro,gas,42525,automatic,compact,coupe,ca
53396,7315827115,sacramento,8498,2012,nissan,altima s,gas,114432,automatic,compact,coupe,ca
53405,7315812781,sacramento,6500,2015,ford,focus,gas,31000,automatic,compact,hatchback,ca
53430,7315800367,sacramento,4300,2005,audi,a4 3.0 quattro,gas,209050,automatic,compact,coupe,ca
53433,7315799753,sacramento,3500,2008,kia,sedona,gas,226886,automatic,full-size,mini-van,ca
53435,7315589515,sacramento,2900,2008,kia,rio sx 4 door,gas,175000,automatic,compact,sedan,ca
53437,7315794793,sacramento,0,2010,honda,civic,gas,91807,automatic,sub-compact,coupe,ca
53438,7315794566,sacramento,63998,2015,ram,3500 cummins,diesel,70000,automatic,full-size,truck,ca
53448,7315785495,sacramento,4300,2008,honda,fit,gas,147409,manual,compact,hatchback,ca
53453,7315775681,sacramento,4200,2007,hyundai,santa fe limited awd,gas,160000,automatic,mid-size,SUV,ca
53458,7315769919,sacramento,0,2016,kia,soul,gas,58925,automatic,compact,SUV,ca
53460,7315765297,sacramento,7999,2016,dodge,grand caravan sxt,gas,87150,automatic,full-size,mini-van,ca
53462,7315765228,sacramento,25997,2013,audi,s5,gas,80315,automatic,sub-compact,convertible,ca
53464,7315757725,sacramento,7500,2012,toyota,corolla le,gas,137000,automatic,compact,sedan,ca
53465,7315757550,sacramento,37000,2019,volvo,s90 t8 inscription,hybrid,7000,automatic,full-size,sedan,ca
53472,7315753973,sacramento,7900,2013,nissan,juke sv,gas,158000,automatic,compact,SUV,ca
53485,7315729578,sacramento,1,1957,ford,ranchero,gas,100,other,mid-size,truck,ca
53488,7315722532,sacramento,57500,2015,bmw,i8,gas,11002,automatic,compact,coupe,ca
53499,7315702907,sacramento,12750,2002,toyota,tacoma,gas,178515,automatic,mid-size,pickup,ca
53530,7315700667,sacramento,17995,2007,toyota,tacoma,gas,143450,automatic,full-size,pickup,ca
53532,7315695181,sacramento,3800,2007,audi,a4 quattro turbo sedan,gas,170000,automatic,mid-size,sedan,ca
53535,7315676439,sacramento,5900,1997,gmc,yukon,gas,140000,automatic,full-size,SUV,ca
53537,7315675451,sacramento,5900,1997,gmc,yukon,gas,140000,automatic,full-size,SUV,ca
53542,7315661801,sacramento,9995,2008,toyota,rav4,gas,129821,automatic,mid-size,SUV,ca
53543,7315661273,sacramento,9750,2009,toyota,camry hybrid,hybrid,123473,automatic,mid-size,sedan,ca
53544,7315660822,sacramento,16995,2011,toyota,tacoma,gas,190769,automatic,mid-size,pickup,ca
53547,7315659150,sacramento,12995,2013,subaru,outback,gas,109950,manual,mid-size,wagon,ca
53548,7315658573,sacramento,8995,2005,nissan,xterra,gas,177159,manual,full-size,SUV,ca
53549,7315657937,sacramento,8995,2007,nissan,xterra,gas,169122,automatic,full-size,SUV,ca
53550,7315657904,sacramento,28000,2017,ford,explorer,gas,85000,automatic,full-size,SUV,ca
53551,7315656383,sacramento,11500,2017,toyota,prius c,hybrid,22696,automatic,compact,hatchback,ca
53553,7315652586,sacramento,16500,2013,chevrolet,silverado 1500 4x4,gas,111800,automatic,full-size,truck,ca
53555,7315651199,sacramento,5500,2003,subaru,wrx,gas,170460,manual,mid-size,sedan,ca
53556,7315650040,sacramento,6900,2011,toyota,sienna le,gas,200000,automatic,full-size,van,ca
53557,7315649173,sacramento,4500,2005,honda,civic ex,gas,151000,automatic,mid-size,sedan,ca
53559,7315648627,sacramento,5000,2012,nissan,leaf,electric,42000,automatic,compact,sedan,ca
53560,7315648309,sacramento,1200,1998,ford,taurus,gas,109000,automatic,mid-size,sedan,ca
53562,7315647973,sacramento,37000,2019,volvo,s90 t8 inscription,hybrid,7000,automatic,full-size,sedan,ca
53565,7315640042,sacramento,34000,2015,chevrolet,tahoe,gas,69000,automatic,full-size,SUV,ca
53567,7315639820,sacramento,22777,2018,audi,a3,electric,92441,automatic,compact,hatchback,ca
53568,7315638933,sacramento,11895,2012,audi,a4,gas,99597,automatic,compact,sedan,ca
53575,7315634296,sacramento,23777,2014,mercedes-benz,cls-class,gas,103653,automatic,compact,coupe,ca
53580,7315631142,sacramento,24000,2014,chevrolet,silverado 1500 lt,gas,81000,automatic,full-size,truck,ca
53589,7315628959,sacramento,4950,2008,honda,civic,gas,184500,automatic,compact,sedan,ca
53590,7315627898,sacramento,18000,2019,honda,civic sport,gas,1900,automatic,compact,sedan,ca
53592,7315627713,sacramento,10000,2012,volkswagen,new beetle,gas,75000,manual,sub-compact,hatchback,ca
53593,7315626470,sacramento,5650,2014,ford,fusion,gas,174300,automatic,full-size,sedan,ca
53597,7315624645,sacramento,8777,2006,toyota,avalon,gas,137260,automatic,full-size,sedan,ca
